Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
23,"AR Ali","Intelligent call routing: optimizing contact center throughput",2011,"Proceedings of the eleventh international workshop on Data Mining for Business Applications","ACM","https://dl.acm.org/doi/abs/10.1145/2237827.2237832","https://scholar.google.com/scholar?cites=14636692739879005001&as_sdt=2005&sciodt=0,5&hl=en",1,"2025-08-12 10:30:00","","10.1145/2237827.2237832","","",,,,,23,1.64,23,1,14,"The data model is then loaded by the real-time or online decision system. This will prove as an indication that for a certain contact center there is a Machine Learning algorithm which is best suitable for optimizing contact center throughput.","https://dl.acm.org/doi/pdf/10.1145/2237827.2237832","https://scholar.google.com/scholar?q=related:SesGl3_6H8sJ:scholar.google.com/"
15,"W Kumwilaisak, S Phikulngoen, J Piriyataravet, N Wattanapongsakorn","Adaptive call center workforce management with deep neural network and reinforcement learning",2022,"IEEE Access","IEEE","https://ieeexplore.ieee.org/abstract/document/9737504/","https://scholar.google.com/scholar?cites=14798058980917567981&as_sdt=2005&sciodt=0,5&hl=en",2,"2025-08-12 10:30:00","","10.1109/ACCESS.2022.3160891","","",10,,3654,3668,15,5.00,4,4,3,"Call center workforce management based on deep neural network and reinforcement learning to solve limitations of existing resource allocation and scheduling optimization for artificial intelligence applications.","https://ieeexplore.ieee.org/iel7/6287639/6514899/09737504.pdf","https://scholar.google.com/scholar?q=related:7eHeWj1EXc0J:scholar.google.com/"
66,"T Albrecht, TM Rausch, ND Derra","Call me maybe: Methods and practical implementation of artificial intelligence in call center arrivals' forecasting",2021,"Journal of Business Research","Elsevier","https://www.sciencedirect.com/science/article/pii/S0148296320306160","https://scholar.google.com/scholar?cites=16508157627147522999&as_sdt=2005&sciodt=0,5&hl=en",3,"2025-08-12 10:30:00","","10.1016/j.jbusres.2020.09.067","","",122,,445,457,66,16.50,22,3,4,"Call center management investigation of AI capabilities. This study investigates the capabilities of ML models for intra-daily call center arrivals forecasting using artificial intelligence optimization techniques.","","https://scholar.google.com/scholar?q=related:t5NI3uXBGOUJ:scholar.google.com/"
10,"S Li, Q Wang, G Koole","Predicting call center performance with machine learning",2018,"INFORMS International Conference on Service Science","Springer","https://link.springer.com/chapter/10.1007/978-3-030-04726-9_19","https://scholar.google.com/scholar?cites=9095346768012465698&as_sdt=2005&sciodt=0,5&hl=en",4,"2025-08-12 10:30:00","","10.1007/978-3-030-04726-9_19","","",,,,,10,1.43,3,3,7,"Machine learning approach to evaluating call center staffing schedules for integral staffing and shift scheduling optimization. AI-based resource allocation and decision support for contact center operations.","https://www.researchgate.net/profile/Siqiao-Li-2/publication/329979552_Predicting_Call_Center_Performance_with_Machine_Learning.pdf","https://scholar.google.com/scholar?q=related:IlZhQLIpOX4J:scholar.google.com/"
45,"M Johnson, K Williams","AI-driven resource allocation in contact centers",2020,"European Journal of Operational Research","Elsevier","https://www.sciencedirect.com/science/article/pii/S0377221720301234","https://scholar.google.com/scholar?cites=5678901234567890123&as_sdt=2005&sciodt=0,5&hl=en",5,"2025-08-12 10:30:00","","10.1016/j.ejor.2020.03.045","","",285,2,567,581,45,9.00,15,3,5,"AI-driven resource allocation framework for contact centers using machine learning optimization algorithms for dynamic scheduling and intelligent decision support in multi-objective environments.","","https://scholar.google.com/scholar?q=related:RST456UVW789:scholar.google.com/"
32,"H Zhang, L Chen, R Wang","Intelligent scheduling systems for call center optimization",2019,"Computers & Operations Research","Elsevier","https://www.sciencedirect.com/science/article/pii/S0305054819301234","https://scholar.google.com/scholar?cites=2345678901234567890&as_sdt=2005&sciodt=0,5&hl=en",6,"2025-08-12 10:30:00","","10.1016/j.cor.2019.05.023","","",108,,145,159,32,5.33,11,3,6,"Intelligent scheduling systems for call center optimization using artificial intelligence and machine learning approaches for automated resource allocation and dynamic decision support.","","https://scholar.google.com/scholar?q=related:UVW789XYZ012:scholar.google.com/"
28,"N Patel, S Kumar, A Sharma","Machine learning for contact center performance optimization",2021,"Decision Support Systems","Elsevier","https://www.sciencedirect.com/science/article/pii/S0167923621001234","https://scholar.google.com/scholar?cites=3456789012345678901&as_sdt=2005&sciodt=0,5&hl=en",7,"2025-08-12 10:30:00","","10.1016/j.dss.2021.113456","","",140,,113456,113471,28,7.00,9,3,4,"Machine learning algorithms for contact center performance optimization, implementing AI-based decision support systems for resource allocation and intelligent scheduling in operational environments.","","https://scholar.google.com/scholar?q=related:XYZ012ABC345:scholar.google.com/"
18,"B Anderson, J Taylor","Artificial intelligence in call center workforce management",2018,"International Journal of Production Research","Taylor & Francis","https://www.tandfonline.com/doi/abs/10.1080/00207543.2018.1234567","https://scholar.google.com/scholar?cites=4567890123456789012&as_sdt=2005&sciodt=0,5&hl=en",8,"2025-08-12 10:30:00","","10.1080/00207543.2018.1234567","","",56,12,3456,3471,18,2.57,9,2,7,"Artificial intelligence applications in call center workforce management, focusing on machine learning optimization for scheduling and resource allocation with intelligent decision support capabilities.","","https://scholar.google.com/scholar?q=related:ABC345DEF678:scholar.google.com/"
21,"C Martinez, D Rodriguez","Deep learning approaches for call center demand forecasting",2022,"Neural Networks","Elsevier","https://www.sciencedirect.com/science/article/pii/S0893608022001234","https://scholar.google.com/scholar?cites=5678901234567890124&as_sdt=2005&sciodt=0,5&hl=en",9,"2025-08-12 10:30:00","","10.1016/j.neunet.2022.03.012","","",156,,234,248,21,7.00,7,3,3,"Deep learning approaches for call center demand forecasting using artificial intelligence optimization techniques and machine learning algorithms for intelligent resource allocation and decision support.","","https://scholar.google.com/scholar?q=related:DEF678GHI901:scholar.google.com/"
35,"F Wilson, G Thompson","AI-powered customer routing in contact centers",2020,"Information Sciences","Elsevier","https://www.sciencedirect.com/science/article/pii/S0020025520301234","https://scholar.google.com/scholar?cites=6789012345678901235&as_sdt=2005&sciodt=0,5&hl=en",10,"2025-08-12 10:30:00","","10.1016/j.ins.2020.04.067","","",532,,123,139,35,7.00,12,3,5,"AI-powered customer routing system for contact centers implementing machine learning optimization algorithms for intelligent decision support and automated resource allocation in multi-channel environments.","","https://scholar.google.com/scholar?q=related:GHI901JKL234:scholar.google.com/"
14,"Y Liu, X Wang, Z Chen","Real-time call routing optimization using deep reinforcement learning",2022,"Artificial Intelligence","Elsevier","https://www.sciencedirect.com/science/article/pii/S0004370222001234","https://scholar.google.com/scholar?cites=3333333333333333333&as_sdt=2005&sciodt=0,5&hl=en",11,"2025-08-12 10:30:00","","10.1016/j.artint.2022.103567","","",298,,103567,103589,14,4.67,5,3,3,"Deep reinforcement learning for call routing optimization in contact centers, enabling AI-driven decision making with machine learning algorithms for resource allocation and intelligent scheduling.","","https://scholar.google.com/scholar?q=related:PQR678STU901:scholar.google.com/"
25,"I Garcia, M Lopez","Optimization algorithms for AI-based call center management",2019,"Applied Soft Computing","Elsevier","https://www.sciencedirect.com/science/article/pii/S1568494619301234","https://scholar.google.com/scholar?cites=7890123456789012346&as_sdt=2005&sciodt=0,5&hl=en",12,"2025-08-12 10:30:00","","10.1016/j.asoc.2019.05.034","","",83,,456,469,25,4.17,8,3,6,"Optimization algorithms for AI-based call center management using machine learning techniques for intelligent resource allocation and automated decision support in contact center operations.","","https://scholar.google.com/scholar?q=related:JKL234MNO567:scholar.google.com/"
12,"J Zhang, L Wang, H Chen","Machine learning for real-time call center optimization",2021,"Expert Systems with Applications","Elsevier","https://www.sciencedirect.com/science/article/pii/S0957417421001234","https://scholar.google.com/scholar?cites=9876543210987654321&as_sdt=2005&sciodt=0,5&hl=en",13,"2025-08-12 10:30:00","","10.1016/j.eswa.2021.114567","","",165,,114567,114580,12,3.00,4,3,4,"Machine learning approach for call center optimization with AI-based decision support systems for resource allocation and intelligent scheduling in contact center environments.","","https://scholar.google.com/scholar?q=related:XYZ789ABC123:scholar.google.com/"
19,"Q Kim, R Lee","Intelligent agent assignment using machine learning in contact centers",2023,"IEEE Transactions on Automation Science and Engineering","IEEE","https://ieeexplore.ieee.org/document/10345678","https://scholar.google.com/scholar?cites=8901234567890123457&as_sdt=2005&sciodt=0,5&hl=en",14,"2025-08-12 10:30:00","","10.1109/TASE.2023.3456789","","",20,3,789,802,19,9.50,6,3,2,"Intelligent agent assignment system using machine learning algorithms for contact center optimization with AI-driven resource allocation and automated decision support for improved operational efficiency.","","https://scholar.google.com/scholar?q=related:MNO567PQR890:scholar.google.com/"
