Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
10,"S Li, Q Wang, G Koole","Predicting call center performance with machine learning",2018,"INFORMS International Conference on Service …","Springer","https://link.springer.com/chapter/10.1007/978-3-030-04726-9_19","https://scholar.google.com/scholar?cites=9095346768012465698&as_sdt=2005&sciodt=0,5&hl=en",1,"2025-08-09 17:15:33","","10.1007/978-3-030-04726-9_19","","",,,,,10,1.43,3,3,7,"… This paper presents a machine learning approach to evaluating call center staffing schedules … complex call center. Both are promising and can potentially allow for real-time optimization …","https://www.researchgate.net/profile/Siqiao-Li-2/publication/329979552_Predicting_Call_Center_Performance_with_Machine_Learning_Proceedings_of_the_2018_INFORMS_International_Conference_on_Service_Science/links/5dc3c08fa6fdcc2d2ff7e4ff/Predicting-Call-Center-Performance-with-Machine-Learning-Proceedings-of-the-2018-INFORMS-International-Conference-on-Service-Science.pdf","https://scholar.google.com/scholar?q=related:IlZhQLIpOX4J:scholar.google.com/&scioq=%22real+time%22%7Crealtime%7C%22online%22%7C%22streaming%22%7C%22low+latency%22%7C%22low+latency%22+%22machine+learning%22%7Coptimization+%22call+center%22%7C%22contact+center%22%7C%22call+centre%22%7C%22contact+centre%22&hl=en&as_sdt=0,5"
23,"AR Ali","Intelligent call routing: optimizing contact center throughput",2011,"Proceedings of the eleventh international workshop on …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/2237827.2237832","https://scholar.google.com/scholar?cites=14636692739879005001&as_sdt=2005&sciodt=0,5&hl=en",2,"2025-08-09 17:15:33","","10.1145/2237827.2237832","","",,,,,23,1.64,23,1,14,"… The data model is then loaded by the real-time or online … itself against a specific machine learning algorithm. This is … a certain contact center there is a Machine Learning algorithm which …","https://mirzavel-bucket-for-testing.s3.eu-north-1.amazonaws.com/users/reviews/2025/04/1744324289-67f846c165989.pdf","https://scholar.google.com/scholar?q=related:SesGl3_6H8sJ:scholar.google.com/&scioq=%22real+time%22%7Crealtime%7C%22online%22%7C%22streaming%22%7C%22low+latency%22%7C%22low+latency%22+%22machine+learning%22%7Coptimization+%22call+center%22%7C%22contact+center%22%7C%22call+centre%22%7C%22contact+centre%22&hl=en&as_sdt=0,5"
15,"W Kumwilaisak, S Phikulngoen, J Piriyataravet…","Adaptive call center workforce management with deep neural network and reinforcement learning",2022,"IEEE …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9737504/","https://scholar.google.com/scholar?cites=14798058980917567981&as_sdt=2005&sciodt=0,5&hl=en",3,"2025-08-09 17:15:33","","","","",,,,,15,5.00,4,4,3,"… call center providing relay services to Thai deaf people, supervisors must allocate call agents for different types of services, including real-time video relay services, real-time … optimization…","https://ieeexplore.ieee.org/iel7/6287639/6514899/09737504.pdf","https://scholar.google.com/scholar?q=related:7eHeWj1EXc0J:scholar.google.com/&scioq=%22real+time%22%7Crealtime%7C%22online%22%7C%22streaming%22%7C%22low+latency%22%7C%22low+latency%22+%22machine+learning%22%7Coptimization+%22call+center%22%7C%22contact+center%22%7C%22call+centre%22%7C%22contact+centre%22&hl=en&as_sdt=0,5"
38,"N Ilk, G Shang, P Goes","Improving customer routing in contact centers: An automated triage design based on text analytics",2020,"Journal of Operations Management","Wiley Online Library","https://onlinelibrary.wiley.com/doi/abs/10.1002/joom.1084","https://scholar.google.com/scholar?cites=1083051482229298007&as_sdt=2005&sciodt=0,5&hl=en",4,"2025-08-09 17:15:33","","10.1002/joom.1084","","",,,,,38,7.60,13,3,5,"… machine learning methods. Using numerical experiments based on the simulation of the firm's contact center, we … and machine learning to improve Operations Management practice. …","","https://scholar.google.com/scholar?q=related:V9O8t5XFBw8J:scholar.google.com/&scioq=%22real+time%22%7Crealtime%7C%22online%22%7C%22streaming%22%7C%22low+latency%22%7C%22low+latency%22+%22machine+learning%22%7Coptimization+%22call+center%22%7C%22contact+center%22%7C%22call+centre%22%7C%22contact+centre%22&hl=en&as_sdt=0,5"
34,"M Płaza, Ł Pawlik","Influence of the contact center systems development on key performance indicators",2021,"Ieee Access","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9381200/","https://scholar.google.com/scholar?cites=11476837031337033327&as_sdt=2005&sciodt=0,5&hl=en",5,"2025-08-09 17:15:33","","","","",,,,,34,8.50,17,2,4,"… in Contact Center systems, which ensure quick contact with customers. This paper presents how the pace of the development of Contact Center systems affects optimization of selected …","https://ieeexplore.ieee.org/iel7/6287639/9312710/09381200.pdf","https://scholar.google.com/scholar?q=related:b37kHXnqRZ8J:scholar.google.com/&scioq=%22real+time%22%7Crealtime%7C%22online%22%7C%22streaming%22%7C%22low+latency%22%7C%22low+latency%22+%22machine+learning%22%7Coptimization+%22call+center%22%7C%22contact+center%22%7C%22call+centre%22%7C%22contact+centre%22&hl=en&as_sdt=0,5"
4,"DN Dwivedi, S Khashouf","Tackling Customer Wait Times: Advanced Techniques for Call Centre Optimization",2024,"… Optimization Techniques for Business …","igi-global.com","https://www.igi-global.com/chapter/tackling-customer-wait-times/344525","https://scholar.google.com/scholar?cites=3902954511808535200&as_sdt=2005&sciodt=0,5&hl=en",6,"2025-08-09 17:15:33","","","","",,,,,4,4.00,2,2,1,"… optimization techniques and contemporary machine learning methods for the same. By leveraging integer programming, they formulate an optimization … power of machine learning to …","","https://scholar.google.com/scholar?q=related:oBrbInMUKjYJ:scholar.google.com/&scioq=%22real+time%22%7Crealtime%7C%22online%22%7C%22streaming%22%7C%22low+latency%22%7C%22low+latency%22+%22machine+learning%22%7Coptimization+%22call+center%22%7C%22contact+center%22%7C%22call+centre%22%7C%22contact+centre%22&hl=en&as_sdt=0,5"
145,"G Koole","Call center optimization",2013,"","books.google.com","https://books.google.com/books?hl=en&lr=&id=G30WBAAAQBAJ&oi=fnd&pg=PR1&dq=%22real+time%22%7Crealtime%7C%22online%22%7C%22streaming%22%7C%22low+latency%22%7C%22low+latency%22+%22machine+learning%22%7Coptimization+%22call+center%22%7C%22contact+center%22%7C%22call+centre%22%7C%22contact+centre%22&ots=46DfePBltp&sig=gSgKPbzG_JrGcEYPaaGKI3x8ZRo","https://scholar.google.com/scholar?cites=9028957444258872261&as_sdt=2005&sciodt=0,5&hl=en",7,"2025-08-09 17:15:33","BOOK","","","",,,,,145,12.08,145,1,12,"… role and potential of mathematical optimization in call centers. … call center managers and researchers will find it useful. There is an accompanying website which contains several online …","","https://scholar.google.com/scholar?q=related:xTsrRfVMTX0J:scholar.google.com/&scioq=%22real+time%22%7Crealtime%7C%22online%22%7C%22streaming%22%7C%22low+latency%22%7C%22low+latency%22+%22machine+learning%22%7Coptimization+%22call+center%22%7C%22contact+center%22%7C%22call+centre%22%7C%22contact+centre%22&hl=en&as_sdt=0,5"
66,"T Albrecht, TM Rausch, ND Derra","Call me maybe: Methods and practical implementation of artificial intelligence in call center arrivals' forecasting",2021,"Journal of Business Research","Elsevier","https://www.sciencedirect.com/science/article/pii/S0148296320306160","https://scholar.google.com/scholar?cites=16508157627147522999&as_sdt=2005&sciodt=0,5&hl=en",8,"2025-08-09 17:15:33","","","","",,,,,66,16.50,22,3,4,"… Machine learning (ML) techniques within the artificial … -daily call center arrivals’ forecasting with respect to prediction accuracy and practicability. We analyze two datasets of an online …","","https://scholar.google.com/scholar?q=related:t5NI3uXBGOUJ:scholar.google.com/&scioq=%22real+time%22%7Crealtime%7C%22online%22%7C%22streaming%22%7C%22low+latency%22%7C%22low+latency%22+%22machine+learning%22%7Coptimization+%22call+center%22%7C%22contact+center%22%7C%22call+centre%22%7C%22contact+centre%22&hl=en&as_sdt=0,5"
27,"M Płaza, S Trusz, J Kęczkowska, E Boksa, S Sadowski…","Machine learning algorithms for detection and classifications of emotions in contact center applications",2022,"Sensors","mdpi.com","https://www.mdpi.com/1424-8220/22/14/5311","https://scholar.google.com/scholar?cites=16293760954433919233&as_sdt=2005&sciodt=0,5&hl=en",9,"2025-08-09 17:15:33","HTML","","","",,,,,27,9.00,5,6,3,"… what specific types of emotions in Contact Center applications are relevant to the activities … directly to the Contact Center industry. In the conducted study, Contact Center voice and text …","https://www.mdpi.com/1424-8220/22/14/5311","https://scholar.google.com/scholar?q=related:AdkpkEIRH-IJ:scholar.google.com/&scioq=%22real+time%22%7Crealtime%7C%22online%22%7C%22streaming%22%7C%22low+latency%22%7C%22low+latency%22+%22machine+learning%22%7Coptimization+%22call+center%22%7C%22contact+center%22%7C%22call+centre%22%7C%22contact+centre%22&hl=en&as_sdt=0,5"
16,"S Lam, C Chen, K Kim, G Wilson…","Optimizing customer-agent interactions with natural language processing and machine learning",2019,"2019 Systems and …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8735616/","https://scholar.google.com/scholar?cites=7784931719039452458&as_sdt=2005&sciodt=0,5&hl=en",10,"2025-08-09 17:15:33","","","","",,,,,16,2.67,3,5,6,"… outcomes, our research represents each contact center dialogue as a Markov decision … and streaming services. The raw data are a collection of voice transcriptions from contact center …","","https://scholar.google.com/scholar?q=related:KoUE8iaiCWwJ:scholar.google.com/&scioq=%22real+time%22%7Crealtime%7C%22online%22%7C%22streaming%22%7C%22low+latency%22%7C%22low+latency%22+%22machine+learning%22%7Coptimization+%22call+center%22%7C%22contact+center%22%7C%22call+centre%22%7C%22contact+centre%22&hl=en&as_sdt=0,5"
