Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
23,"AR Ali","Intelligent call routing: optimizing contact center throughput",2011,"Proceedings of the eleventh international workshop on …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/2237827.2237832","https://scholar.google.com/scholar?cites=14636692739879005001&as_sdt=2005&sciodt=0,5&hl=en",1,"2025-08-09 17:16:53","","10.1145/2237827.2237832","","",,,,,23,1.64,23,1,14,"… This will prove as an indication that for a certain contact center there is a Machine Learning algorithm which is best suitable. However, the proposed Mapper architecture is capable of …","https://mirzavel-bucket-for-testing.s3.eu-north-1.amazonaws.com/users/reviews/2025/04/1744324289-67f846c165989.pdf","https://scholar.google.com/scholar?q=related:SesGl3_6H8sJ:scholar.google.com/&scioq=%22call+center%22%7C%22contact+center%22%7C%22call+centre%22%7C%22contact+centre%22+%22artificial+intelligence%22%7C%22machine+learning%22%7Cai+optimization%7C%22decision+support%22%7C%22resource+allocation%22%7Cscheduling%7Crouting&hl=en&as_sdt=0,5"
15,"W Kumwilaisak, S Phikulngoen, J Piriyataravet…","Adaptive call center workforce management with deep neural network and reinforcement learning",2022,"IEEE …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9737504/","https://scholar.google.com/scholar?cites=14798058980917567981&as_sdt=2005&sciodt=0,5&hl=en",2,"2025-08-09 17:16:53","","","","",,,,,15,5.00,4,4,3,"… call center workforce management based on a deep neural network and reinforcement learning (RL) to solve the limitations of existing resource allocation and … for artificial intelligence to …","https://ieeexplore.ieee.org/iel7/6287639/6514899/09737504.pdf","https://scholar.google.com/scholar?q=related:7eHeWj1EXc0J:scholar.google.com/&scioq=%22call+center%22%7C%22contact+center%22%7C%22call+centre%22%7C%22contact+centre%22+%22artificial+intelligence%22%7C%22machine+learning%22%7Cai+optimization%7C%22decision+support%22%7C%22resource+allocation%22%7Cscheduling%7Crouting&hl=en&as_sdt=0,5"
66,"T Albrecht, TM Rausch, ND Derra","Call me maybe: Methods and practical implementation of artificial intelligence in call center arrivals' forecasting",2021,"Journal of Business Research","Elsevier","https://www.sciencedirect.com/science/article/pii/S0148296320306160","https://scholar.google.com/scholar?cites=16508157627147522999&as_sdt=2005&sciodt=0,5&hl=en",3,"2025-08-09 17:16:53","","","","",,,,,66,16.50,22,3,4,"… call center management, there is a substantial gap between the potential and actual use of AI… This study investigates the capabilities of ML models for intra-daily call center arrivals’ …","","https://scholar.google.com/scholar?q=related:t5NI3uXBGOUJ:scholar.google.com/&scioq=%22call+center%22%7C%22contact+center%22%7C%22call+centre%22%7C%22contact+centre%22+%22artificial+intelligence%22%7C%22machine+learning%22%7Cai+optimization%7C%22decision+support%22%7C%22resource+allocation%22%7Cscheduling%7Crouting&hl=en&as_sdt=0,5"
10,"S Li, Q Wang, G Koole","Predicting call center performance with machine learning",2018,"INFORMS International Conference on Service …","Springer","https://link.springer.com/chapter/10.1007/978-3-030-04726-9_19","https://scholar.google.com/scholar?cites=9095346768012465698&as_sdt=2005&sciodt=0,5&hl=en",4,"2025-08-09 17:16:53","","10.1007/978-3-030-04726-9_19","","",,,,,10,1.43,3,3,7,"… costs can be minimized, we consider the staffing and shift scheduling … machine learning approach to evaluating call center staffing schedules for the integral staffing and shift scheduling …","https://www.researchgate.net/profile/Siqiao-Li-2/publication/329979552_Predicting_Call_Center_Performance_with_Machine_Learning_Proceedings_of_the_2018_INFORMS_International_Conference_on_Service_Science/links/5dc3c08fa6fdcc2d2ff7e4ff/Predicting-Call-Center-Performance-with-Machine-Learning-Proceedings-of-the-2018-INFORMS-International-Conference-on-Service-Science.pdf","https://scholar.google.com/scholar?q=related:IlZhQLIpOX4J:scholar.google.com/&scioq=%22call+center%22%7C%22contact+center%22%7C%22call+centre%22%7C%22contact+centre%22+%22artificial+intelligence%22%7C%22machine+learning%22%7Cai+optimization%7C%22decision+support%22%7C%22resource+allocation%22%7Cscheduling%7Crouting&hl=en&as_sdt=0,5"
38,"N Ilk, G Shang, P Goes","Improving customer routing in contact centers: An automated triage design based on text analytics",2020,"Journal of Operations Management","Wiley Online Library","https://onlinelibrary.wiley.com/doi/abs/10.1002/joom.1084","https://scholar.google.com/scholar?cites=1083051482229298007&as_sdt=2005&sciodt=0,5&hl=en",5,"2025-08-09 17:16:53","","10.1002/joom.1084","","",,,,,38,7.60,13,3,5,"… a synthesis of text analytics and predictive machine learning methods. Using numerical experiments based on the simulation of the firm's contact center, we demonstrate the service level…","","https://scholar.google.com/scholar?q=related:V9O8t5XFBw8J:scholar.google.com/&scioq=%22call+center%22%7C%22contact+center%22%7C%22call+centre%22%7C%22contact+centre%22+%22artificial+intelligence%22%7C%22machine+learning%22%7Cai+optimization%7C%22decision+support%22%7C%22resource+allocation%22%7Cscheduling%7Crouting&hl=en&as_sdt=0,5"
2,"MA Kadioglu, B Alatas","Enhancing Call Center Efficiency: Data Driven Workload Prediction and Workforce Optimization",2023,"The Eurasia Proceedings of Science Technology …","epstem.net","http://www.epstem.net/tr/pub/issue/81264/1406245","https://scholar.google.com/scholar?cites=4788885733951856260&as_sdt=2005&sciodt=0,5&hl=en",6,"2025-08-09 17:16:53","","","","",,,,,2,1.00,1,2,2,"… call center operating within a B2C. Forecasting for incoming and outgoing calls was made using machine learning (… , and workforce optimization can provide call center managers with a …","http://www.epstem.net/en/download/article-file/3605092","https://scholar.google.com/scholar?q=related:hN4i0jOKdUIJ:scholar.google.com/&scioq=%22call+center%22%7C%22contact+center%22%7C%22call+centre%22%7C%22contact+centre%22+%22artificial+intelligence%22%7C%22machine+learning%22%7Cai+optimization%7C%22decision+support%22%7C%22resource+allocation%22%7Cscheduling%7Crouting&hl=en&as_sdt=0,5"
45,"FMT Brazier, CM Jonker, FJ Jungen…","Distributed scheduling to support a call center: A cooperative multiagent approach",1999,"… Artificial Intelligence","Taylor &Francis","https://www.tandfonline.com/doi/abs/10.1080/088395199117496","https://scholar.google.com/scholar?cites=13079586992726047418&as_sdt=2005&sciodt=0,5&hl=en",7,"2025-08-09 17:16:53","","10.1080/088395199117496","","",,,,,45,1.73,11,4,26,"… of 24-hour-aday call center service. This system supports call … and clients through the call center. The multiagent system … be answered directly by the call center. Other, more complex …","https://www.tandfonline.com/doi/pdf/10.1080/088395199117496","https://scholar.google.com/scholar?q=related:unpBPhIHhLUJ:scholar.google.com/&scioq=%22call+center%22%7C%22contact+center%22%7C%22call+centre%22%7C%22contact+centre%22+%22artificial+intelligence%22%7C%22machine+learning%22%7Cai+optimization%7C%22decision+support%22%7C%22resource+allocation%22%7Cscheduling%7Crouting&hl=en&as_sdt=0,5"
23,"LH Kahn, O Savas, A Morrison…","Modelling hybrid human-artificial intelligence cooperation: a call center customer service case study",2020,"… Conference on Big …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9377747/","https://scholar.google.com/scholar?cites=3537610752104153496&as_sdt=2005&sciodt=0,5&hl=en",8,"2025-08-09 17:16:53","","","","",,,,,23,4.60,6,4,5,"… point in a direction where humans and artificial intelligence (AI) increasingly work together. AI systems are increasingly extending and enriching decision support by complementing and …","https://www.researchgate.net/profile/Laura-Kahn-9/publication/350207956_Modelling_Hybrid_Human-Artificial_Intelligence_Cooperation_A_Call_Center_Customer_Service_Case_Study/links/615c789ac04f5909fd8561e9/Modelling-Hybrid-Human-Artificial-Intelligence-Cooperation-A-Call-Center-Customer-Service-Case-Study.pdf","https://scholar.google.com/scholar?q=related:mEHFaDweGDEJ:scholar.google.com/&scioq=%22call+center%22%7C%22contact+center%22%7C%22call+centre%22%7C%22contact+centre%22+%22artificial+intelligence%22%7C%22machine+learning%22%7Cai+optimization%7C%22decision+support%22%7C%22resource+allocation%22%7Cscheduling%7Crouting&hl=en&as_sdt=0,5"
11,"V Doellgast, S O'Bradey, J Kim","AI in contact centers",2023,"USA: Cornell University …","ecommons.cornell.edu","https://ecommons.cornell.edu/bitstreams/a0ac9f50-5a22-4b3d-a9d9-2cc06824e31d/download","https://scholar.google.com/scholar?cites=10957335557776739423&as_sdt=2005&sciodt=0,5&hl=en",9,"2025-08-09 17:16:53","PDF","","","",,,,,11,5.50,4,3,2,"… In the next section, we summarize our survey findings on the impact of AI on contact center … issues with call routing, we compared employees who reported that AI-based software was …","https://ecommons.cornell.edu/bitstreams/a0ac9f50-5a22-4b3d-a9d9-2cc06824e31d/download","https://scholar.google.com/scholar?q=related:XwwKpqJGEJgJ:scholar.google.com/&scioq=%22call+center%22%7C%22contact+center%22%7C%22call+centre%22%7C%22contact+centre%22+%22artificial+intelligence%22%7C%22machine+learning%22%7Cai+optimization%7C%22decision+support%22%7C%22resource+allocation%22%7Cscheduling%7Crouting&hl=en&as_sdt=0,5"
5,"EF Georgopoulos…","Solving resource management optimization problems in contact centers with artificial neural networks",2007,"… with Artificial Intelligence …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/4410413/","https://scholar.google.com/scholar?cites=2242846102689956670&as_sdt=2005&sciodt=0,5&hl=en",10,"2025-08-09 17:16:53","","","","",,,,,5,0.28,3,2,18,"… Although a Contact Centre is currently the most costefficient method of communicating with … debts have to use modern resource management optimization methods in order to increase …","https://www.academia.edu/download/34093552/Giannaropoulos-ContactCentersANN.pdf","https://scholar.google.com/scholar?q=related:PkO0tKUwIB8J:scholar.google.com/&scioq=%22call+center%22%7C%22contact+center%22%7C%22call+centre%22%7C%22contact+centre%22+%22artificial+intelligence%22%7C%22machine+learning%22%7Cai+optimization%7C%22decision+support%22%7C%22resource+allocation%22%7Cscheduling%7Crouting&hl=en&as_sdt=0,5"
