Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
89,"V Mehrotra, O Ozlük…","Intelligent procedures for intra‐day updating of call center agent schedules",2010,"Production and operations …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1111/j.1937-5956.2009.01097.x","https://scholar.google.com/scholar?cites=4966255888293594294&as_sdt=2005&sciodt=0,5&hl=en",1,"2025-08-09 17:14:12","","10.1111/j.1937-5956.2009.01097.x","","",,,,,89,5.93,30,3,15,"… These decisions are typically made 6–12 months ahead of time and take into account aggregate call forecasts, agent availability and productivity assumptions, and anticipated staff …","https://repository.usfca.edu/cgi/viewcontent.cgi?article=1076&context=at","https://scholar.google.com/scholar?q=related:toRuBWuv60QJ:scholar.google.com/&scioq=%22call+duration+prediction%22%7C%22agent+availability%22+%22call+center%22&hl=en&as_sdt=0,5"
0,"S Alsamadi, C Martinez, C Pehlivan, N Cellier…","Machine learning-based agent staffing under uncertainty: The case of a relay call center",2025,"Expert Systems with …","Elsevier","https://www.sciencedirect.com/science/article/pii/S0957417425010073","",2,"2025-08-09 17:14:12","HTML","","","",,,,,0,0.00,0,5,1,"… hold, or due to certain elements of the call center not being modeled such as caller patience … call center for the deaf community, Erlang C, one of the most commonly used call center …","https://www.sciencedirect.com/science/article/pii/S0957417425010073","https://scholar.google.com/scholar?q=related:_kTG8aOs--YJ:scholar.google.com/&scioq=%22call+duration+prediction%22%7C%22agent+availability%22+%22call+center%22&hl=en&as_sdt=0,5"
1,"R Mohammed","Personalized call center traffic prediction to enhance management solution with reference to call traffic jam mitigation-A case study on Telecom New Zealand …",2008,"","openrepository.aut.ac.nz","https://openrepository.aut.ac.nz/server/api/core/bitstreams/e10a1abd-3d3c-48b1-8ecf-0e97e8b40deb/content","https://scholar.google.com/scholar?cites=13543586104240308639&as_sdt=2005&sciodt=0,5&hl=en",3,"2025-08-09 17:14:12","PDF","","","",,,,,1,0.06,1,1,17,"… of agent skill information for call center staff scheduling and … to construct a new generation call center IT solution for small … ACD records the agent availability and initiates the calls. …","https://openrepository.aut.ac.nz/server/api/core/bitstreams/e10a1abd-3d3c-48b1-8ecf-0e97e8b40deb/content","https://scholar.google.com/scholar?q=related:nwEpCM579LsJ:scholar.google.com/&scioq=%22call+duration+prediction%22%7C%22agent+availability%22+%22call+center%22&hl=en&as_sdt=0,5"
64,"R Ibrahim, N Regnard, P L'Ecuyer…","On the modeling and forecasting of call center arrivals",2012,"Proceedings of the 2012 …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/6465292/","https://scholar.google.com/scholar?cites=17078811454343637138&as_sdt=2005&sciodt=0,5&hl=en",4,"2025-08-09 17:14:12","","","","",,,,,64,4.92,16,4,13,"… We then have a multiskill call center. An arriving call can be served immediately if an agent … into account aggregate call forecasts, agent availability and productivity assumptions, and …","https://inria.hal.science/hal-01240166/document","https://scholar.google.com/scholar?q=related:kmgGwocgBO0J:scholar.google.com/&scioq=%22call+duration+prediction%22%7C%22agent+availability%22+%22call+center%22&hl=en&as_sdt=0,5"
145,"G Koole","Call center optimization",2013,"","books.google.com","https://books.google.com/books?hl=en&lr=&id=G30WBAAAQBAJ&oi=fnd&pg=PR1&dq=%22call+duration+prediction%22%7C%22agent+availability%22+%22call+center%22&ots=46DfePBkvo&sig=BHJyHYUCVWBYIcL1XsqJ9TIwXhI","https://scholar.google.com/scholar?cites=9028957444258872261&as_sdt=2005&sciodt=0,5&hl=en",5,"2025-08-09 17:14:12","BOOK","","","",,,,,145,12.08,145,1,12,"… how to use these insights to improve call center performance in a systematic way. Keywords … As input it uses historic call center data on traffic loads and information on agent availability; …","","https://scholar.google.com/scholar?q=related:xTsrRfVMTX0J:scholar.google.com/&scioq=%22call+duration+prediction%22%7C%22agent+availability%22+%22call+center%22&hl=en&as_sdt=0,5"
0,"AP Sahoo","Optimizing Call Center Service Level Agreements Through Artificial Intelligence and Automation: A Comprehensive Analysis",2025,"Journal of Computer Science and Technology …","al-kindipublishers.org","https://al-kindipublishers.org/index.php/jcsts/article/view/9747","",6,"2025-08-09 17:14:12","","","","",,,,,0,0.00,0,1,1,"… Traditional call routing systems often employ rudimentary approaches based on agent availability or simple skill categories. AIdriven intelligent routing represents a paradigm shift in …","https://al-kindipublishers.org/index.php/jcsts/article/download/9747/8409","https://scholar.google.com/scholar?q=related:LXaQc05dqtcJ:scholar.google.com/&scioq=%22call+duration+prediction%22%7C%22agent+availability%22+%22call+center%22&hl=en&as_sdt=0,5"
10,"B Legros, O Jouini, G Koole","Blended call center with idling times during the call service",2018,"IISE Transactions","Taylor &Francis","https://www.tandfonline.com/doi/abs/10.1080/24725854.2017.1387318","https://scholar.google.com/scholar?cites=15058814087279517001&as_sdt=2005&sciodt=0,5&hl=en",7,"2025-08-09 17:14:12","","10.1080/24725854.2017.1387318","","",,,,,10,1.43,3,3,7,"… in the context of the call center applications we consider here. … (without the need of agent availability). After finishing those … For example, an agent in an Internet hotline call center asks …","https://hal.science/hal-01728725v1/file/Blended%20call%20center%20with%20idling%20times%20during%20the%20call%20service.pdf","https://scholar.google.com/scholar?q=related:SZ3xmqCn-9AJ:scholar.google.com/&scioq=%22call+duration+prediction%22%7C%22agent+availability%22+%22call+center%22&hl=en&as_sdt=0,5"
39,"W Chan, G Koole, P L'Ecuyer","Dynamic call center routing policies using call waiting and agent idle times",2014,"Manufacturing &Service …","pubsonline.informs.org","https://pubsonline.informs.org/doi/abs/10.1287/msom.2014.0493","https://scholar.google.com/scholar?cites=10901708527089436436&as_sdt=2005&sciodt=0,5&hl=en",8,"2025-08-09 17:14:12","","10.1287/msom.2014.0493","","",,,,,39,3.55,13,3,11,"… of a detailed simulation model of the call center, and we … that depend on the waiting and agent availability times in realistic systems. … The call center model itself can incorporate arbitrary …","http://www-labs.iro.umontreal.ca/~chanwyea/publications/weightRouting.pdf","https://scholar.google.com/scholar?q=related:FEcDSiWmSpcJ:scholar.google.com/&scioq=%22call+duration+prediction%22%7C%22agent+availability%22+%22call+center%22&hl=en&as_sdt=0,5"
80,"SK Bordoloi","Agent recruitment planning in knowledge-intensive call centers",2004,"Journal of service research","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/1094670503262945","https://scholar.google.com/scholar?cites=12559993580638837413&as_sdt=2005&sciodt=0,5&hl=en",9,"2025-08-09 17:14:12","","10.1177/1094670503262945","","",,,,,80,3.81,80,1,21,"… The call center labor force is a locally available perishable … The growing demand for call center agents, other service … in this industry and shrunk agent availability. The turnover rate in …","","https://scholar.google.com/scholar?q=related:pRoqq50PTq4J:scholar.google.com/&scioq=%22call+duration+prediction%22%7C%22agent+availability%22+%22call+center%22&hl=en&as_sdt=0,5"
1,"V Mehrotra, TA Grossman, DA Samuelson","Call and Contact Centers",2013,"Encyclopedia of Operations …","Springer","https://link.springer.com/rwe/10.1007/978-1-4419-1153-7_95","https://scholar.google.com/scholar?cites=1456287874969205842&as_sdt=2005&sciodt=0,5&hl=en",10,"2025-08-09 17:14:12","","10.1007/978-1-4419-1153-7_95","","",,,,,1,0.08,0,3,12,"… Answered calls are routed to call center agents. Typically, the computer predicts when agents will become free and dials in anticipation of agent availability, thereby reducing the time …","","https://scholar.google.com/scholar?q=related:Unw_RhvGNRQJ:scholar.google.com/&scioq=%22call+duration+prediction%22%7C%22agent+availability%22+%22call+center%22&hl=en&as_sdt=0,5"
21,"GM Koole, S Li","A practice-oriented overview of call center workforce planning",2023,"Stochastic Systems","pubsonline.informs.org","https://pubsonline.informs.org/doi/abs/10.1287/stsy.2021.0008","https://scholar.google.com/scholar?cites=15192379451758531800&as_sdt=2005&sciodt=0,5&hl=en",11,"2025-08-09 17:14:12","","10.1287/stsy.2021.0008","","",,,,,21,10.50,11,2,2,"… We give an overview of the practice and science of call center workforce planning, in which we … as marketing campaigns might (and should) be planned on the basis of agent availability. …","https://pubsonline.informs.org/doi/full/10.1287/stsy.2021.0008","https://scholar.google.com/scholar?q=related:2NQCY54s1tIJ:scholar.google.com/&scioq=%22call+duration+prediction%22%7C%22agent+availability%22+%22call+center%22&hl=en&as_sdt=0,5"
9,"V Mehrotra, TA Grossman…","Call center management",2011,"Wiley encyclopedia of …","researchgate.net","https://www.researchgate.net/profile/Thomas-Grossman-2/publication/319550198_Call_Center_Management/links/6321f2e90a70852150f32f01/Call-Center-Management.pdf","https://scholar.google.com/scholar?cites=7074923115596483579&as_sdt=2005&sciodt=0,5&hl=en",12,"2025-08-09 17:14:12","PDF","","","",,,,,9,0.64,3,3,14,"… and dials in anticipation of agent availability, thereby reducing the … Call center workforce scheduling decisions can be dynamic. As updated data on call arrivals and agent availability …","https://www.researchgate.net/profile/Thomas-Grossman-2/publication/319550198_Call_Center_Management/links/6321f2e90a70852150f32f01/Call-Center-Management.pdf","https://scholar.google.com/scholar?q=related:-wtUzhYtL2IJ:scholar.google.com/&scioq=%22call+duration+prediction%22%7C%22agent+availability%22+%22call+center%22&hl=en&as_sdt=0,5"
66,"DC Dietz","Practical scheduling for call center operations",2011,"Omega","Elsevier","https://www.sciencedirect.com/science/article/pii/S0305048310001556","https://scholar.google.com/scholar?cites=12750554955481884491&as_sdt=2005&sciodt=0,5&hl=en",13,"2025-08-09 17:14:12","","","","",,,,,66,4.71,66,1,14,"A practical spreadsheet-based scheduling method is developed to determine the optimal allocation of service agents to candidate tour types and start times in an inbound call center. A …","","https://scholar.google.com/scholar?q=related:SyeYOi0S87AJ:scholar.google.com/&scioq=%22call+duration+prediction%22%7C%22agent+availability%22+%22call+center%22&hl=en&as_sdt=0,5"
1,"W Chan, GM Koole, P L'Écuyer","Call Center Routing Policy Using Call Waiting and Agent Idle Times",2011,"","math.vu.nl","https://www.math.vu.nl/~koole/publications/2011report3/art.pdf","https://scholar.google.com/scholar?cites=2738820182019725140&as_sdt=2005&sciodt=0,5&hl=en",14,"2025-08-09 17:14:12","BOOK","","","",,,,,1,0.07,0,3,14,"… scheduling or staffing of a call center. Examples are Wallace … simulation model of the call center and we use simulation-… on the waiting and agent availability times in realistic systems…","https://www.math.vu.nl/~koole/publications/2011report3/art.pdf","https://scholar.google.com/scholar?q=related:VNf01HE-AiYJ:scholar.google.com/&scioq=%22call+duration+prediction%22%7C%22agent+availability%22+%22call+center%22&hl=en&as_sdt=0,5"
2,"O Simsek, OE Kundakcioglu","Cost of fairness in agent scheduling for contact centers",2022,"Journal of Industrial and …","researchgate.net","https://www.researchgate.net/profile/O-Kundakcioglu/publication/348110163_Cost_of_fairness_in_agent_scheduling_for_contact_centers/links/6046d5174585154e8c877c7d/Cost-of-fairness-in-agent-scheduling-for-contact-centers.pdf?_sg%5B0%5D=started_experiment_milestone&origin=journalDetail","https://scholar.google.com/scholar?cites=12750378837329043252&as_sdt=2005&sciodt=0,5&hl=en",15,"2025-08-09 17:14:12","PDF","","","",,,,,2,0.67,1,2,3,"… demand based on historical data from a real call center. The demand pattern they adopt is … Similar to earlier results on fairness restrictions, we conclude that agent availability for a …","https://www.researchgate.net/profile/O-Kundakcioglu/publication/348110163_Cost_of_fairness_in_agent_scheduling_for_contact_centers/links/6046d5174585154e8c877c7d/Cost-of-fairness-in-agent-scheduling-for-contact-centers.pdf?_sg%5B0%5D=started_experiment_milestone&origin=journalDetail","https://scholar.google.com/scholar?q=related:NN-nhv9x8rAJ:scholar.google.com/&scioq=%22call+duration+prediction%22%7C%22agent+availability%22+%22call+center%22&hl=en&as_sdt=0,5"
5,"SQ Liao","Staffing and shift-scheduling of call centers under call arrival rate uncertainty",2011,"","theses.hal.science","https://theses.hal.science/tel-00635534/","https://scholar.google.com/scholar?cites=16555303939968319279&as_sdt=2005&sciodt=0,5&hl=en",16,"2025-08-09 17:14:12","","","","",,,,,5,0.36,5,1,14,"… about forecasts and agent availability become available. One can … Here, we consider a call center dealing with inbound calls … shift scheduling problems of a call center, in which we allow …","https://theses.hal.science/tel-00635534/file/Liao_complet.pdf","https://scholar.google.com/scholar?q=related:L79vOjhBwOUJ:scholar.google.com/&scioq=%22call+duration+prediction%22%7C%22agent+availability%22+%22call+center%22&hl=en&as_sdt=0,5"
3,"M Manitz, MP Piehl","A fast staffing algorithm for multistage call centers with impatient customers and time-dependent overflow",2024,"Central European Journal of Operations Research","Springer","https://link.springer.com/article/10.1007/s10100-023-00883-z","https://scholar.google.com/scholar?cites=195854601220082317&as_sdt=2005&sciodt=0,5&hl=en",17,"2025-08-09 17:14:12","HTML","10.1007/s10100-023-00883-z","","",,,,,3,3.00,2,2,1,"… We consider a serial call center with impatience and an overflow mechanism with a fixed threshold on the waiting time and back-office agent availability. We further consider a finite …","https://link.springer.com/article/10.1007/s10100-023-00883-z","https://scholar.google.com/scholar?q=related:jUpZ3bjQtwIJ:scholar.google.com/&scioq=%22call+duration+prediction%22%7C%22agent+availability%22+%22call+center%22&hl=en&as_sdt=0,5"
