Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
71,"R Xiong, S Athey, M Bayati…","Optimal experimental design for staggered rollouts",2024,"Management Science","pubsonline.informs.org","https://pubsonline.informs.org/doi/abs/10.1287/mnsc.2023.4928","https://scholar.google.com/scholar?cites=4543722205425081190&as_sdt=2005&sciodt=0,5&hl=en",1,"2025-08-09 17:16:14","","10.1287/mnsc.2023.4928","","",,,,,71,71.00,18,4,1,"… In this section, we study the staggered rollout design of nonadaptive experiments. In Section 3.1, we present an approach for estimating τ 0 , τ 1 , … , τ ℓ . Next, in Section 3.2, we define …","https://pubsonline.informs.org/doi/full/10.1287/mnsc.2023.4928","https://scholar.google.com/scholar?q=related:ZptqrEWLDj8J:scholar.google.com/&scioq=%22switchback+experiment%22%7C%22time+randomized%22%7C%22time+randomized%22%7C%22time+based+randomization%22%7C%22stepped+wedge%22%7C%22interleaving%22%7C%22time+based+a+b%22%7C%22staggered+rollout%22+%22operational+setting%22%7C%22production+environment%22%7C%22real+time+decision%22%7C%22online+decision%22&hl=en&as_sdt=0,5"
32,"BJ van Holland, MR de Boer, S Brouwer, R Soer…","Sustained employability of workers in a production environment: design of a stepped wedge trial to evaluate effectiveness and cost-benefit of the POSE …",2012,"BMC Public Health","Springer","https://link.springer.com/article/10.1186/1471-2458-12-1003","https://scholar.google.com/scholar?cites=4847365913211775913&as_sdt=2005&sciodt=0,5&hl=en",2,"2025-08-09 17:16:14","HTML","10.1186/1471-2458-12-1003","","",,,,,32,2.46,6,5,13,"… This paper presents the design of a stepped wedge trial to evaluate the effectiveness of a comprehensive workers’ health surveillance program in a meat production environment. The …","https://link.springer.com/article/10.1186/1471-2458-12-1003","https://scholar.google.com/scholar?q=related:qStTmZ1NRUMJ:scholar.google.com/&scioq=%22switchback+experiment%22%7C%22time+randomized%22%7C%22time+randomized%22%7C%22time+based+randomization%22%7C%22stepped+wedge%22%7C%22interleaving%22%7C%22time+based+a+b%22%7C%22staggered+rollout%22+%22operational+setting%22%7C%22production+environment%22%7C%22real+time+decision%22%7C%22online+decision%22&hl=en&as_sdt=0,5"
7,"FM Thunnissen, BW Schreurs, CSS Latenstein…","… -making strategy with online decision aids in surgical and orthopaedic practice: study protocol for the E-valuAID, a multicentre study with a stepped-wedge …",2021,"BMC Medical Informatics …","Springer","https://link.springer.com/article/10.1186/s12911-021-01467-0","https://scholar.google.com/scholar?cites=1039255298155132976&as_sdt=2005&sciodt=0,5&hl=en",3,"2025-08-09 17:16:14","HTML","10.1186/s12911-021-01467-0","","",,,,,7,1.75,2,4,4,"… This study aims to evaluate the effectiveness of an SDM strategy with online decision aids for surgical and orthopaedic practice in terms of impact on surgery rates, patient-reported …","https://link.springer.com/article/10.1186/s12911-021-01467-0","https://scholar.google.com/scholar?q=related:MLh6_S8tbA4J:scholar.google.com/&scioq=%22switchback+experiment%22%7C%22time+randomized%22%7C%22time+randomized%22%7C%22time+based+randomization%22%7C%22stepped+wedge%22%7C%22interleaving%22%7C%22time+based+a+b%22%7C%22staggered+rollout%22+%22operational+setting%22%7C%22production+environment%22%7C%22real+time+decision%22%7C%22online+decision%22&hl=en&as_sdt=0,5"
0,"BJ Holland, MR Boer, S Brouwer, R Soer…","Sustained employability of workers in a production environment: design of a stepped wedge trial to evaluate effectiveness and cost-benefit of the POSE program.",2012,"","cabidigitallibrary.org","https://www.cabidigitallibrary.org/doi/full/10.5555/20123395950","",4,"2025-08-09 17:16:14","","10.5555/20123395950","","",,,,,0,0.00,0,5,13,"Background: Sustained employability and health are generating awareness of employers in an aging and more complex work force. To meet these needs, employers may offer their …","","https://scholar.google.com/scholar?q=related:Bj_Bz72WWucJ:scholar.google.com/&scioq=%22switchback+experiment%22%7C%22time+randomized%22%7C%22time+randomized%22%7C%22time+based+randomization%22%7C%22stepped+wedge%22%7C%22interleaving%22%7C%22time+based+a+b%22%7C%22staggered+rollout%22+%22operational+setting%22%7C%22production+environment%22%7C%22real+time+decision%22%7C%22online+decision%22&hl=en&as_sdt=0,5"
45,"FE Stubenrouch, LJ Peters, SML de Mik…","Improving shared decision making in vascular surgery: a stepped wedge cluster randomised trial",2022,"European Journal of …","Elsevier","https://www.sciencedirect.com/science/article/pii/S1078588422002428","https://scholar.google.com/scholar?cites=8215182026634510952&as_sdt=2005&sciodt=0,5&hl=en",5,"2025-08-09 17:16:14","HTML","","","",,,,,45,15.00,11,4,3,"… This stepped wedge cluster randomised trial was conducted in 13 Dutch hospitals. Besides the developed DSTs, training on how to apply SDM during the clinician patient encounter …","https://www.sciencedirect.com/science/article/pii/S1078588422002428","https://scholar.google.com/scholar?q=related:aEK5_oYwAnIJ:scholar.google.com/&scioq=%22switchback+experiment%22%7C%22time+randomized%22%7C%22time+randomized%22%7C%22time+based+randomization%22%7C%22stepped+wedge%22%7C%22interleaving%22%7C%22time+based+a+b%22%7C%22staggered+rollout%22+%22operational+setting%22%7C%22production+environment%22%7C%22real+time+decision%22%7C%22online+decision%22&hl=en&as_sdt=0,5"
5,"S Patra, M Ghallab, D Nau, P Traverso","Interleaving acting and planning using operational models",2019,"Association for the …","cs.umd.edu","http://www.cs.umd.edu/~nau/papers/patra2019interleaving.pdf","https://scholar.google.com/scholar?cites=6117488046609002143&as_sdt=2005&sciodt=0,5&hl=en",6,"2025-08-09 17:16:14","PDF","","","",,,,,5,0.83,1,4,6,"… proposed and implemented a framework for planning with operational models, ie, models that describe how to perform actions, with rich control structures for closed-loop online decision…","http://www.cs.umd.edu/~nau/papers/patra2019interleaving.pdf","https://scholar.google.com/scholar?q=related:n-7Tb_eu5VQJ:scholar.google.com/&scioq=%22switchback+experiment%22%7C%22time+randomized%22%7C%22time+randomized%22%7C%22time+based+randomization%22%7C%22stepped+wedge%22%7C%22interleaving%22%7C%22time+based+a+b%22%7C%22staggered+rollout%22+%22operational+setting%22%7C%22production+environment%22%7C%22real+time+decision%22%7C%22online+decision%22&hl=en&as_sdt=0,5"
14,"R Senington, B Schmidt, A Syberfeldt","Monte Carlo Tree Search for online decision making in smart industrial production",2021,"Computers in Industry","Elsevier","https://www.sciencedirect.com/science/article/pii/S0166361521000403","https://scholar.google.com/scholar?cites=11679608064019865020&as_sdt=2005&sciodt=0,5&hl=en",7,"2025-08-09 17:16:14","HTML","","","",,,,,14,3.50,5,3,4,"This paper considers the issue of rapid automated decision making in changing factory environments, situations including human-robot collaboration, mass customisation and the need …","https://www.sciencedirect.com/science/article/pii/S0166361521000403","https://scholar.google.com/scholar?q=related:vB2xK6dNFqIJ:scholar.google.com/&scioq=%22switchback+experiment%22%7C%22time+randomized%22%7C%22time+randomized%22%7C%22time+based+randomization%22%7C%22stepped+wedge%22%7C%22interleaving%22%7C%22time+based+a+b%22%7C%22staggered+rollout%22+%22operational+setting%22%7C%22production+environment%22%7C%22real+time+decision%22%7C%22online+decision%22&hl=en&as_sdt=0,5"
168,"E Beard, JJ Lewis, A Copas, C Davey, D Osrin, G Baio…","Stepped wedge randomised controlled trials: systematic review of studies published between 2010 and 2014",2015,"Trials","Springer","https://link.springer.com/article/10.1186/s13063-015-0839-2","https://scholar.google.com/scholar?cites=10774414059468107321&as_sdt=2005&sciodt=0,5&hl=en",8,"2025-08-09 17:16:14","HTML","10.1186/s13063-015-0839-2","","",,,,,168,16.80,24,7,10,"… We considered stepped wedge randomised controlled trials in all fields of research. We independently extracted data from retrieved articles and reviewed them. Interventions were then …","https://link.springer.com/article/10.1186/s13063-015-0839-2","https://scholar.google.com/scholar?q=related:OS6SdYBohpUJ:scholar.google.com/&scioq=%22switchback+experiment%22%7C%22time+randomized%22%7C%22time+randomized%22%7C%22time+based+randomization%22%7C%22stepped+wedge%22%7C%22interleaving%22%7C%22time+based+a+b%22%7C%22staggered+rollout%22+%22operational+setting%22%7C%22production+environment%22%7C%22real+time+decision%22%7C%22online+decision%22&hl=en&as_sdt=0,5"
7,"P Naidoo, R Dunbar, J Caldwell, C Lombard, N Beyers","Has universal screening with Xpert® MTB/RIF increased the proportion of multidrug-resistant tuberculosis cases diagnosed in a routine operational setting?",2017,"Plos one","journals.plos.org","https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0172143","https://scholar.google.com/scholar?cites=6220698857771690358&as_sdt=2005&sciodt=0,5&hl=en",9,"2025-08-09 17:16:14","HTML","","","",,,,,7,0.88,1,5,8,"… We had previously undertaken and published results of a non-randomised stepped-wedge study to … TB cases from the stepped-wedge analysis of TB yield included in this analysis. …","https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0172143","https://scholar.google.com/scholar?q=related:dukoCKdcVFYJ:scholar.google.com/&scioq=%22switchback+experiment%22%7C%22time+randomized%22%7C%22time+randomized%22%7C%22time+based+randomization%22%7C%22stepped+wedge%22%7C%22interleaving%22%7C%22time+based+a+b%22%7C%22staggered+rollout%22+%22operational+setting%22%7C%22production+environment%22%7C%22real+time+decision%22%7C%22online+decision%22&hl=en&as_sdt=0,5"
36,"P Naidoo, R Dunbar, C Lombard, E Du Toit…","Comparing Tuberculosis Diagnostic Yield in Smear/Culture and Xpert® MTB/RIF-Based Algorithms Using a Non-Randomised Stepped-Wedge Design",2016,"PLoS …","journals.plos.org","https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0150487","https://scholar.google.com/scholar?cites=8352853021742406553&as_sdt=2005&sciodt=0,5&hl=en",10,"2025-08-09 17:16:14","HTML","","","",,,,,36,4.00,7,5,9,"… with a laboratory diagnosis of TB (TB diagnostic yield) in an existing smear/culture-based algorithm and a newly introduced Xpert-based algorithm within a routine operational setting. …","https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0150487","https://scholar.google.com/scholar?q=related:mRsBZpFL63MJ:scholar.google.com/&scioq=%22switchback+experiment%22%7C%22time+randomized%22%7C%22time+randomized%22%7C%22time+based+randomization%22%7C%22stepped+wedge%22%7C%22interleaving%22%7C%22time+based+a+b%22%7C%22staggered+rollout%22+%22operational+setting%22%7C%22production+environment%22%7C%22real+time+decision%22%7C%22online+decision%22&hl=en&as_sdt=0,5"
