Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
0,"BA Peters, JS Smith, DJ Medeiros, MW Rohrer","CALL CENTER SCHEDULING TECHNOLOGY EVALUATION USING SIMULATION",,"academia.edu","","https://www.academia.edu/download/85860261/195.pdf","",11,"2025-08-01 17:25:33","PDF","","","",,,,,0,0.00,0,4,,"… the call center process to compare the performance of three different scheduling approaches. The paper begins with a brief description of call scheduling … use linear programming based …","https://www.academia.edu/download/85860261/195.pdf","https://scholar.google.com/scholar?q=related:X1U4luMjcfQJ:scholar.google.com/&scioq=%22queue+management%22%7C%22call+scheduling%22+%22optimization%22%7C%22ilp%22%7C%22linear+programming%22+%22call+center%22&hl=en&as_sdt=0,5"
0,"JND Lourenço","Putting a Call Centre in Peak Performance",2018,"","","","",12,"2025-08-01 17:25:33","CITATION","","","",,,,,0,0.00,0,1,7,"","","https://scholar.google.com/scholar?q=related:Pic5gcddo68J:scholar.google.com/&scioq=%22queue+management%22%7C%22call+scheduling%22+%22optimization%22%7C%22ilp%22%7C%22linear+programming%22+%22call+center%22&hl=en&as_sdt=0,5"
13,"G Marín Díaz, RA Carrasco González","Fuzzy logic and decision making applied to customer service optimization",2023,"Axioms","mdpi.com","https://www.mdpi.com/2075-1680/12/5/448","https://scholar.google.com/scholar?cites=16263655641635063320&as_sdt=2005&sciodt=0,5&hl=en",13,"2025-08-01 17:25:33","HTML","","","",,,,,13,6.50,7,2,2,"… the workload of the Contact Center, deriving the interactions for the agent resulting in less work, or for an automated communication channel, beyond the classic queue management. …","https://www.mdpi.com/2075-1680/12/5/448","https://scholar.google.com/scholar?q=related:GIbvNKMctOEJ:scholar.google.com/&scioq=%22queue+management%22%7C%22call+scheduling%22+%22optimization%22%7C%22ilp%22%7C%22linear+programming%22+%22call+center%22&hl=en&as_sdt=0,5"
4,"Z Ahmed, MS Burodo…","An empirical investigation of queue management and users satisfaction of MTN service: A study of Sultan Abubakar Road MTN service Centre Sokoto, Nigeria",2022,"International …","allmultidisciplinaryjournal.com","https://www.allmultidisciplinaryjournal.com/uploads/archives/628CA1B5E2BBD1653383605.pdf","https://scholar.google.com/scholar?cites=2203525763758963057&as_sdt=2005&sciodt=0,5&hl=en",14,"2025-08-01 17:25:33","PDF","","","",,,,,4,1.33,1,3,3,"… mobile communication network call center and other relative … the effective utilization of mobile call center based on arrival calls … of the call centre optimization. Results obtained prove that …","https://www.allmultidisciplinaryjournal.com/uploads/archives/628CA1B5E2BBD1653383605.pdf","https://scholar.google.com/scholar?q=related:cTlG4gF_lB4J:scholar.google.com/&scioq=%22queue+management%22%7C%22call+scheduling%22+%22optimization%22%7C%22ilp%22%7C%22linear+programming%22+%22call+center%22&hl=en&as_sdt=0,5"
0,"L Ma, J Shen","Data analysis and optimized implementation of call center prediction outside call algorithms",2021,"Journal of Physics: Conference Series","iopscience.iop.org","https://iopscience.iop.org/article/10.1088/1742-6596/2004/1/012004/meta","",15,"2025-08-01 17:25:33","","10.1088/1742-6596/2004/1/012004","","",,,,,0,0.00,0,2,4,"… call center system, reducing waiting time and improving outgoing call efficiency have become the research focus of outgoing call center… After optimization, the distribution of average idle …","https://iopscience.iop.org/article/10.1088/1742-6596/2004/1/012004/pdf","https://scholar.google.com/scholar?q=related:B9XHd70YfkQJ:scholar.google.com/&scioq=%22queue+management%22%7C%22call+scheduling%22+%22optimization%22%7C%22ilp%22%7C%22linear+programming%22+%22call+center%22&hl=en&as_sdt=0,5"
27,"A Sencer, B Basarir Ozel","A simulation-based decision support system for workforce management in call centers",2013,"Simulation","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0037549712470169","https://scholar.google.com/scholar?cites=13122960171571783430&as_sdt=2005&sciodt=0,5&hl=en",16,"2025-08-01 17:25:33","","10.1177/0037549712470169","","",,,,,27,2.25,14,2,12,"… batches optimization and dynamic optimization) for call scheduling in an outbound call center. … for a call center, but the logic behind it is similar to the call center agent scheduling. A DSS …","https://www.academia.edu/download/38918828/Simulasyon_Makale.pdf","https://scholar.google.com/scholar?q=related:BqciZL8eHrYJ:scholar.google.com/&scioq=%22queue+management%22%7C%22call+scheduling%22+%22optimization%22%7C%22ilp%22%7C%22linear+programming%22+%22call+center%22&hl=en&as_sdt=0,5"
0,"IH Kwon, JS Kim","A Computationally Efficient Optimal Allocation Algorithms for Large Data",2007,"Journal of the Korean Data and Information …","koreascience.kr","https://koreascience.kr/article/JAKO200723421065942.page","",17,"2025-08-01 17:25:33","","","","",,,,,0,0.00,0,2,18,"… optimization algorithms for obtaining an Optimal customer allocation in the telephone call center… , which means that we take account for call scheduling and staffing scheduling both. This …","https://koreascience.kr/article/JAKO200723421065942.pdf","https://scholar.google.com/scholar?q=related:FJr8A2TD1yUJ:scholar.google.com/&scioq=%22queue+management%22%7C%22call+scheduling%22+%22optimization%22%7C%22ilp%22%7C%22linear+programming%22+%22call+center%22&hl=en&as_sdt=0,5"
9,"X Sun, W Liu","Expanding service capabilities through an on-demand workforce",2025,"Operations Research","pubsonline.informs.org","https://pubsonline.informs.org/doi/abs/10.1287/opre.2021.0651","https://scholar.google.com/scholar?cites=18363908256807117585&as_sdt=2005&sciodt=0,5&hl=en",18,"2025-08-01 17:25:33","","10.1287/opre.2021.0651","","",,,,,9,9.00,5,2,1,"… optimization framework. Third, call centers cater to different customer groups and segment calls into various classes, making call scheduling an … We describe a call center as a multiclass …","","https://scholar.google.com/scholar?q=related:EePZbkO12f4J:scholar.google.com/&scioq=%22queue+management%22%7C%22call+scheduling%22+%22optimization%22%7C%22ilp%22%7C%22linear+programming%22+%22call+center%22&hl=en&as_sdt=0,5"
185,"M Armony, AR Ward","Fair dynamic routing in large-scale heterogeneous-server systems",2010,"Operations Research","pubsonline.informs.org","https://pubsonline.informs.org/doi/abs/10.1287/opre.1090.0777","https://scholar.google.com/scholar?cites=4819704931454092483&as_sdt=2005&sciodt=0,5&hl=en",19,"2025-08-01 17:25:33","","10.1287/opre.1090.0777","","",,,,,185,12.33,93,2,15,"… In a call center, there is a natural trade-off between … We formulate an optimization problem for a call center with … We first solve the optimization problem by formulating it as a …","https://www.researchgate.net/profile/Mor-Armony/publication/220244259_Fair_Dynamic_Routing_in_Large-Scale_Heterogeneous-Server_Systems/links/0046352544cb3565e3000000/Fair-Dynamic-Routing-in-Large-Scale-Heterogeneous-Server-Systems.pdf","https://scholar.google.com/scholar?q=related:wwSFaRkI40IJ:scholar.google.com/&scioq=%22queue+management%22%7C%22call+scheduling%22+%22optimization%22%7C%22ilp%22%7C%22linear+programming%22+%22call+center%22&hl=en&as_sdt=0,5"
0,"R Odarchenko, O Batrak, V Gnatyuk…","A Method of Estimating the Duration of a Subscriber's Waiting in the IP Telephony Call Center Queue",2022,"2022 IEEE 9th …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/10238487/","",20,"2025-08-01 17:25:33","","","","",,,,,0,0.00,0,4,3,"… The possibilities of the callcenter optimization and improvements of KPI business processes … The analysis of call center model in case of overload is shown in [7, 8]. Queue management …","","https://scholar.google.com/scholar?q=related:OG_5SlNSEdgJ:scholar.google.com/&scioq=%22queue+management%22%7C%22call+scheduling%22+%22optimization%22%7C%22ilp%22%7C%22linear+programming%22+%22call+center%22&hl=en&as_sdt=0,5"
