Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
2,"F Jatoi, A Masood, SM Daniyal","A NOVEL CALL ROUTING OPTIMIZATION IN AN IN-DIRECT SALES ENVIRONMENT",2025,"","researchgate.net","https://www.researchgate.net/profile/Syed-Daniyal-5/publication/388835395_A_NOVEL_CALL_ROUTING_OPTIMIZATION_IN_AN_IN-DIRECT_SALES_ENVIRONMENT_Chronicle_Abstract/links/67a91ed5461fb56424d32271/A-NOVEL-CALL-ROUTING-OPTIMIZATION-IN-AN-IN-DIRECT-SALES-ENVIRONMENT-Chronicle-Abstract.pdf","https://scholar.google.com/scholar?cites=388683509412835352&as_sdt=2005&sciodt=0,5&hl=en",11,"2025-08-09 17:15:09","PDF","","","",,,,,2,2.00,1,3,1,"… This research proposes a skillbased routing (SBR) algorithm that prioritizes calls … call center optimization. It uses digital, automated, and advanced techniques to update call center …","https://www.researchgate.net/profile/Syed-Daniyal-5/publication/388835395_A_NOVEL_CALL_ROUTING_OPTIMIZATION_IN_AN_IN-DIRECT_SALES_ENVIRONMENT_Chronicle_Abstract/links/67a91ed5461fb56424d32271/A-NOVEL-CALL-ROUTING-OPTIMIZATION-IN-AN-IN-DIRECT-SALES-ENVIRONMENT-Chronicle-Abstract.pdf","https://scholar.google.com/scholar?q=related:GLCarJfhZAUJ:scholar.google.com/&scioq=%22call+center%22%7C%22contact+center%22%7C%22call+centre%22%7C%22contact+centre%22+%22skill+based+routing%22%7C%22skill+based+routing%22%7C%22dynamic+assignment%22+%22queueing+theory%22%7C%22routing+optimization%22%7C%22routing+optimisation%22&hl=en&as_sdt=0,5"
60,"M Ahghari, B Balcioĝlu","Benefits of cross-training in a skill-based routing contact center with priority queues and impatient customers",2009,"Iie Transactions","Taylor &Francis","https://www.tandfonline.com/doi/abs/10.1080/07408170802432975","https://scholar.google.com/scholar?cites=3736279498868646286&as_sdt=2005&sciodt=0,5&hl=en",12,"2025-08-09 17:15:09","","10.1080/07408170802432975","","",,,,,60,3.75,30,2,16,"… His research and teaching activities are in the areas of queueing theory, discrete-event simulation, performance analysis of call centers and production/inventory systems, and reliability …","https://www.researchgate.net/profile/Baris-Balcioglu/publication/239796262_Benefits_of_cross-training_in_a_skill-based_routing_contact_center_with_priority_queues_and_impatient_customers/links/5ce0ee76458515712eb4bb4c/Benefits-of-cross-training-in-a-skill-based-routing-contact-center-with-priority-queues-and-impatient-customers.pdf","https://scholar.google.com/scholar?q=related:juGjl2ju2TMJ:scholar.google.com/&scioq=%22call+center%22%7C%22contact+center%22%7C%22call+centre%22%7C%22contact+centre%22+%22skill+based+routing%22%7C%22skill+based+routing%22%7C%22dynamic+assignment%22+%22queueing+theory%22%7C%22routing+optimization%22%7C%22routing+optimisation%22&hl=en&as_sdt=0,5"
0,"H Edlund, M Nilsson","Skill based routing in telephone exchanges",2017,"","lup.lub.lu.se","https://lup.lub.lu.se/student-papers/search/publication/8918801","",13,"2025-08-09 17:15:09","","","","",,,,,0,0.00,0,2,8,"… SBR is closely related to queueing theory and a badly designed system could increase queue … Notation in queueing theory is often done as λ for average arrival rate of customers and μ …","https://lup.lub.lu.se/luur/download?func=downloadFile&recordOId=8918801&fileOId=8918805","https://scholar.google.com/scholar?q=related:DcmZK8mGXoIJ:scholar.google.com/&scioq=%22call+center%22%7C%22contact+center%22%7C%22call+centre%22%7C%22contact+centre%22+%22skill+based+routing%22%7C%22skill+based+routing%22%7C%22dynamic+assignment%22+%22queueing+theory%22%7C%22routing+optimization%22%7C%22routing+optimisation%22&hl=en&as_sdt=0,5"
11,"TB Nielsen","Call center capacity planning",2010,"","orbit.dtu.dk","https://orbit.dtu.dk/en/publications/call-center-capacity-planning","https://scholar.google.com/scholar?cites=15233403548374726294&as_sdt=2005&sciodt=0,5&hl=en",14,"2025-08-09 17:15:09","","","","",,,,,11,0.73,11,1,15,"… topics of the thesis are theoretical and applied queueing theory within a call center setting. … værdi for call center operatøren. På samme måde kan medarbejderne i call centre deles op i …","https://orbit.dtu.dk/files/5004575/phd223_tbn.pdf","https://scholar.google.com/scholar?q=related:lvYMNdHrZ9MJ:scholar.google.com/&scioq=%22call+center%22%7C%22contact+center%22%7C%22call+centre%22%7C%22contact+centre%22+%22skill+based+routing%22%7C%22skill+based+routing%22%7C%22dynamic+assignment%22+%22queueing+theory%22%7C%22routing+optimization%22%7C%22routing+optimisation%22&hl=en&as_sdt=0,5"
3,"J Chung","Skill-based routing in an inbound call center: applying data mining to compare alternative simulated systems",2003,"","search.proquest.com","https://search.proquest.com/openview/4d00802dce88e7a86f774e64d34ed30c/1?pq-origsite=gscholar&cbl=18750&diss=y","https://scholar.google.com/scholar?cites=15034012614236009852&as_sdt=2005&sciodt=0,5&hl=en",15,"2025-08-09 17:15:09","BOOK","","","",,,,,3,0.14,3,1,22,"… Advancements in call center technology have enabled call centers to provide efficient service to meet customers' various needs. The skill-based routing technology enables call centers …","","https://scholar.google.com/scholar?q=related:fHVHrNGKo9AJ:scholar.google.com/&scioq=%22call+center%22%7C%22contact+center%22%7C%22call+centre%22%7C%22contact+centre%22+%22skill+based+routing%22%7C%22skill+based+routing%22%7C%22dynamic+assignment%22+%22queueing+theory%22%7C%22routing+optimization%22%7C%22routing+optimisation%22&hl=en&as_sdt=0,5"
6,"C Li, C Sun, J Zhang","The staffing optimization problem for the m-design multi-skill call center based on queuing model",2019,"Proceedings of the 11th International Conference …","Springer","https://link.springer.com/chapter/10.1007/978-981-15-0474-7_55","https://scholar.google.com/scholar?cites=7609447987996368077&as_sdt=2005&sciodt=0,5&hl=en",16,"2025-08-09 17:15:09","","10.1007/978-981-15-0474-7_55","","",,,,,6,1.00,2,3,6,"This paper studied the staffing problem of the M-design multi-skill call center with impatient customers. It is very necessary to consider the customer’s impatience characteristics in the …","","https://scholar.google.com/scholar?q=related:zZxV5aAwmmkJ:scholar.google.com/&scioq=%22call+center%22%7C%22contact+center%22%7C%22call+centre%22%7C%22contact+centre%22+%22skill+based+routing%22%7C%22skill+based+routing%22%7C%22dynamic+assignment%22+%22queueing+theory%22%7C%22routing+optimization%22%7C%22routing+optimisation%22&hl=en&as_sdt=0,5"
0,"N Marengo","multi-skill call centers",,"","","","",17,"2025-08-09 17:15:09","CITATION","","","",,,,,0,0.00,0,1,,"","","https://scholar.google.com/scholar?q=related:VrOJnTAgPFUJ:scholar.google.com/&scioq=%22call+center%22%7C%22contact+center%22%7C%22call+centre%22%7C%22contact+centre%22+%22skill+based+routing%22%7C%22skill+based+routing%22%7C%22dynamic+assignment%22+%22queueing+theory%22%7C%22routing+optimization%22%7C%22routing+optimisation%22&hl=en&as_sdt=0,5"
2,"MJ Stegeman, MH Jansen-Vullers","Determining optimal staffing levels in multiple skill inbound call centers: a literature survey",2006,"","research.tue.nl","https://research.tue.nl/files/2379041/608139.pdf","https://scholar.google.com/scholar?cites=7000136570638460498&as_sdt=2005&sciodt=0,5&hl=en",18,"2025-08-09 17:15:09","BOOK","","","",,,,,2,0.11,1,2,19,"… A common way of implementing skill-based routing is by … queueing theory match with the characteristics in call center processes. In section 5.1.1 the usefulness of queueing theory …","https://research.tue.nl/files/2379041/608139.pdf","https://scholar.google.com/scholar?q=related:UmYgaB97JWEJ:scholar.google.com/&scioq=%22call+center%22%7C%22contact+center%22%7C%22call+centre%22%7C%22contact+centre%22+%22skill+based+routing%22%7C%22skill+based+routing%22%7C%22dynamic+assignment%22+%22queueing+theory%22%7C%22routing+optimization%22%7C%22routing+optimisation%22&hl=en&as_sdt=0,5"
6,"J Bylina, B Bylina, A Zoła, T Skaraczyński","A markovian model of a call center with time varying arrival rate and skill based routing",2009,"International Conference on …","Springer","https://link.springer.com/chapter/10.1007/978-3-642-02671-3_4","https://scholar.google.com/scholar?cites=9480776298560042196&as_sdt=2005&sciodt=0,5&hl=en",19,"2025-08-09 17:15:09","","10.1007/978-3-642-02671-3_4","","",,,,,6,0.38,2,4,16,"… The modelled call center is one with skill based routing, which is realized as follows. As long as there are free agents in the group ST, clients from the queue QT are directed to them – …","","https://scholar.google.com/scholar?q=related:1DSd7s97koMJ:scholar.google.com/&scioq=%22call+center%22%7C%22contact+center%22%7C%22call+centre%22%7C%22contact+centre%22+%22skill+based+routing%22%7C%22skill+based+routing%22%7C%22dynamic+assignment%22+%22queueing+theory%22%7C%22routing+optimization%22%7C%22routing+optimisation%22&hl=en&as_sdt=0,5"
0,"I Gurvich, P Liberman, A Mandelbaum","Skill Based Routing (Part II): Data-Based Review and Research Prospects, with a Focus on Staffing and Routing",,"","","","",20,"2025-08-09 17:15:09","CITATION","","","",,,,,0,0.00,0,3,,"","","https://scholar.google.com/scholar?q=related:x_rMh1ZBSjQJ:scholar.google.com/&scioq=%22call+center%22%7C%22contact+center%22%7C%22call+centre%22%7C%22contact+centre%22+%22skill+based+routing%22%7C%22skill+based+routing%22%7C%22dynamic+assignment%22+%22queueing+theory%22%7C%22routing+optimization%22%7C%22routing+optimisation%22&hl=en&as_sdt=0,5"
